eventID,volume,particle,energy_MeV,x_mm,y_mm,z_mm,process,fromVolume
95,Scint1,gamma,33.2747,15.3144,-11.7518,-202.5,Transportation,World
95,DWC1,gamma,33.2747,19.5711,-15.0359,-50,Transportation,World
95,D,597.5,,-,33.2747,26.5493,-20.4198,200,Transportation,World
95,Scint2,gamma,33.2747,37.6445,-28.9802,597.5,Transportation,World
95,Collimator,gamma,6.18803,2.61699,-9.6515,-539.265,Transportation,World
95,Collimator,gamma,0.211642,-9.7176,2.35973,-527.307,Transportation,World
95,Collimator,gamma,0.44883,-2.56832,9.66456,-531.096,Transportation,World
95,Collimator,gamma,1.36201,-8.81691,10.0775,-575,Transportation,World
95,Phantom,gamma,107.988,0.925182,-6.34075,-365,Transportation,World
95,Scint1,gamma,107.988,1.29282,-8.9805,-202.5,Transportation,World
95,DWC1,gamma,107.988,1.63784,-11.4578,-50,Transportation,World
95,DWC2,gamma,107.988,2.20344,-15.519,200,Transportation,World
95,Scint2,gamma,107.988,3.10275,-21.9762,597.5,Transportation,World
