eventID,volume,particle,energy_MeV,x_mm,y_mm,z_mm,process,fromVolume
45,Collimator,gamma,18.7586,2.78344,-11.51,-575,Transportation,World
45,Phantom,gamma,0.433439,-43.8191,19.5939,-365,Transportation,World
45,Collimator,gamma,4.75465,36.3947,-10.7485,-575,Transportation,World
45,Collimator,gamma,0.963957,-4.64094,-19.1678,-575,Transportation,World
45,Phantom,e+,80.8534,3.87888,-12.7932,-365,Transportation,World
45,Scint1,e+,67.2944,7.1877,-24.481,-202.5,Transportation,World
45,DWC1,e+,66.282,8.91413,-34.2512,-50,Transportation,World
45,DWC2,e+,6,gamma,13.0909,-7.5979,-27.0515,-50,Transportation,World
37,DWC2,gamma,13.0909,-10.3511,-36.716,200,Transportation,World
37,Phantom,gamma,5.03942,-13.579,-5.12512,-365,Transportation,World
37,Scint1,gamma,5.03942,-19.3519,-7.29613,-202.5,Transportation,World
37,DWC1,gamma,5.03942,-24.7695,-9.33354,-50,Transportation,World
37,DWC2,gamma,5.03942,-33.6509,-12.6736,200,Transportation,World
37,Scint2,gamma,5.03942,-47.7723,-17.9842,597.5,Transportation,World
